title,author,aff,university_affiliation,university_country,company_affiliation,company_country,abstract,site,oa,pdf,project,github,arxiv,track,status,ieee_link,ieee_keywords,ieee_index_terms,ieee_author_keywords,ieee_citations,ieee_abstract
Generative Adversarial Training for Weakly Supervised Cloud Matting,"Zhengxia Zou, Wenyuan Li, Tianyang Shi, Zhenwei Shi, Jieping Ye","University of Michigan, Ann Arbor; Beihang University; Didi Chuxing & University of Michigan, Ann Arbor; NetEase Fuxi AI Lab",75.0,"china, usa",25.0,China,"The detection and removal of cloud in remote sensing images are essential for earth observation applications. Most previous methods consider cloud detection as a pixel-wise semantic segmentation process (cloud v.s. background), which inevitably leads to a category-ambiguity problem when dealing with semi-transparent clouds. We re-examine the cloud detection under a totally different point of view, i.e. to formulate it as a mixed energy separation process between foreground and background images, which can be equivalently implemented under an image matting paradigm with a clear physical significance. We further propose a generative adversarial framework where the training of our model neither requires any pixel-wise ground truth reference nor any additional user interactions. Our model consists of three networks, a cloud generator G, a cloud discriminator D, and a cloud matting network F, where G and D aim to generate realistic and physically meaningful cloud images by adversarial training, and F learns to predict the cloud reflectance and attenuation. Experimental results on a global set of satellite images demonstrate that our method, without ever using any pixel-wise ground truth during training, achieves comparable and even higher accuracy over other fully supervised methods, including some recent popular cloud detectors and some well-known semantic segmentation frameworks.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Zou_Generative_Adversarial_Training_for_Weakly_Supervised_Cloud_Matting_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Zou_Generative_Adversarial_Training_for_Weakly_Supervised_Cloud_Matting_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9009465/,"['Cloud computing', 'Clouds', 'Training', 'Attenuation', 'Generators', 'Imaging', 'Generative adversarial networks']","['Adversarial Training', 'Generative Adversarial Training', 'Human-computer Interaction', 'Semantic Segmentation', 'Background Image', 'Cloud Images', 'Ground Truth Reference', 'Objective Function', 'Mean Absolute Error', 'Attention In Recent Years', 'Object Recognition', 'Generative Adversarial Networks', 'Precision-recall Curve', 'Background Regions', 'Mean Absolute Percentage Error', 'Ground Objects', 'Image X', 'Style Transfer', 'Ablation Analysis', 'Baseline Detection', 'Ground Truth For Training', 'Alpha Matte', 'Thin Clouds', 'High-resolution Aerial Images', 'Foreground Regions', 'Atmospheric Attenuation', 'Thick Clouds', 'Image Segmentation', 'Real Ones', 'Detection Methods']",,20,"The detection and removal of cloud in remote sensing images are essential for earth observation applications. Most previous methods consider cloud detection as a pixel-wise semantic segmentation process (cloud v.s. background), which inevitably leads to a category-ambiguity problem when dealing with semi-transparent clouds. We re-examine the cloud detection under a totally different point of view, i.e. to formulate it as a mixed energy separation process between foreground and background images, which can be equivalently implemented under an image matting paradigm with a clear physical significance. We further propose a generative adversarial framework where the training of our model neither requires any pixel-wise ground truth reference nor any additional user interactions. Our model consists of three networks, a cloud generator G, a cloud discriminator D, and a cloud matting network F, where G and D aim to generate realistic and physically meaningful cloud images by adversarial training, and F learns to predict the cloud reflectance and attenuation. Experimental results on a global set of satellite images demonstrate that our method, without ever using any pixel-wise ground truth during training, achieves comparable and even higher accuracy over other fully supervised methods, including some recent popular cloud detectors and some well-known semantic segmentation frameworks."
Generative Modeling for Small-Data Object Detection,"Lanlan Liu, Michael Muelly, Jia Deng, Tomas Pfister, Li-Jia Li","Google Cloud AI; University of Michigan, Ann Arbor; Stanford University; Princeton University",75.0,usa,25.0,USA,"This paper explores object detection in the small data regime, where only a limited number of annotated bounding boxes are available due to data rarity and annotation expense. This is a common challenge today with machine learning being applied to many new tasks where obtaining training data is more challenging, e.g. in medical images with rare diseases that doctors sometimes only see once in their life-time. In this work we explore this problem from a generative modeling perspective by learning to generate new images with associated bounding boxes, and using these for training an object detector. We show that simply training previously proposed generative models does not yield satisfactory performance due to them optimizing for image realism rather than object detection accuracy. To this end we develop a new model with a novel unrolling mechanism that jointly optimizes the generative model and a detector such that the generated images improve the performance of the detector. We show this method outperforms the state of the art on two challenging datasets, disease detection and small data pedestrian detection, improving the average precision on NIH Chest X-ray by a relative 20% and localization accuracy by a relative 50%.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Liu_Generative_Modeling_for_Small-Data_Object_Detection_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Liu_Generative_Modeling_for_Small-Data_Object_Detection_ICCV_2019_paper.pdf,,,,main,Oral,https://ieeexplore.ieee.org/document/9008794/,"['Detectors', 'Generators', 'Gallium nitride', 'Object detection', 'Task analysis', 'Diseases', 'Generative adversarial networks']","['Object Detection', 'Training Data', 'Medical Imaging', 'State Of The Art', 'Detection Performance', 'Localization Accuracy', 'Disease Detection', 'Small Data', 'Bounding Box', 'Average Precision', 'Bounding Box Annotations', 'Pedestrian Detection', 'Validation Set', 'Data Augmentation', 'Intersection Over Union', 'Detection Task', 'Generative Adversarial Networks', 'Additional Imaging', 'Clear Image', 'Synthetic Images', 'Generative Adversarial Networks Model', 'Object Detection Task', 'Translation Framework', 'Realistic Images', 'Qualitative Improvement', 'Discriminator Loss', 'Direct Feedback', 'Classification Loss', 'Ground-truth Box']",,42,"This paper explores object detection in the small data regime, where only a limited number of annotated bounding boxes are available due to data rarity and annotation expense. This is a common challenge today with machine learning being applied to many new tasks where obtaining training data is more challenging, e.g. in medical images with rare diseases that doctors sometimes only see once in their life-time. In this work we explore this problem from a generative modeling perspective by learning to generate new images with associated bounding boxes, and using these for training an object detector. We show that simply training previously proposed generative models does not yield satisfactory performance due to them optimizing for image realism rather than object detection accuracy. To this end we develop a new model with a novel unrolling mechanism that jointly optimizes the generative model and a detector such that the generated images improve the performance of the detector. We show this method outperforms the state of the art on two challenging datasets, disease detection and small data pedestrian detection, improving the average precision on NIH Chest X-ray by a relative 20% and localization accuracy by a relative 50%."
Generative Multi-View Human Action Recognition,"Lichen Wang, Zhengming Ding, Zhiqiang Tao, Yunyu Liu, Yun Fu","Northeastern University, USA; Indiana University-Purdue University Indianapolis, USA",100.0,"china, usa",0.0,,"Multi-view action recognition targets to integrate complementary information from different views to improve classification performance. It is a challenging task due to the distinct gap between heterogeneous feature domains. Moreover, most existing methods neglect to consider the incomplete multi-view data, which limits their potential compatibility in real-world applications. In this work, we propose a Generative Multi-View Action Recognition (GMVAR) framework to address the challenges above. The adversarial generative network is leveraged to generate one view conditioning on the other view, which fully explores the latent connections in both intra-view and cross-view aspects. Our approach enhances the model robustness by employing adversarial training, and naturally handles the incomplete view case by imputing the missing data. Moreover, an effective View Correlation Discovery Network (VCDN) is proposed to further fuse the multi-view information in a higher-level label space. Extensive experiments demonstrate the effectiveness of our proposed approach by comparing with state-of-the-art algorithms.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Wang_Generative_Multi-View_Human_Action_Recognition_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Wang_Generative_Multi-View_Human_Action_Recognition_ICCV_2019_paper.pdf,,https://github.com/wanglichenxj/Generative-Multi-View-Human-Action-Recognition,,main,Oral,https://ieeexplore.ieee.org/document/9008775/,"['Generative adversarial networks', 'Gallium nitride', 'Correlation', 'Training', 'Sensors', 'Task analysis', 'Generators']","['Action Recognition', 'Human Activity Recognition', 'Adversarial Training', 'Label Space', 'Recognition Framework', 'Multi-view Data', 'Incomplete View', 'Objective Function', 'Support Vector Machine', 'Least Squares Regression', 'Feature Space', 'General Strategy', 'Training Procedure', 'Generative Adversarial Networks', 'Highest Performance', 'Semi-supervised Learning', 'Single View', 'Depth Features', 'Conditional Generative Adversarial Network', 'RGB Features', 'Three-layer Network', 'Triplet Loss', 'Kinect Sensor', 'Label Matrix', 'Label Vector', 'Trade-off Parameter', 'Zero-shot', 'Contralateral', 'Real Samples']",,74,"Multi-view action recognition targets to integrate complementary information from different views to improve classification performance. It is a challenging task due to the distinct gap between heterogeneous feature domains. Moreover, most existing methods neglect to consider the incomplete multi-view data, which limits their potential compatibility in real-world applications. In this work, we propose a Generative Multi-View Action Recognition (GMVAR) framework to address the challenges above. The adversarial generative network is leveraged to generate one view conditioning on the other view, which fully explores the latent connections in both intra-view and cross-view aspects. Our approach enhances the model robustness by employing adversarial training, and naturally handles the incomplete view case by imputing the missing data. Moreover, an effective View Correlation Discovery Network (VCDN) is proposed to further fuse the multi-view information in a higher-level label space. Extensive experiments demonstrate the effectiveness of our proposed approach by comparing with state-of-the-art algorithms."
GeoStyle: Discovering Fashion Trends and Events,"Utkarsh Mall, Kevin Matzen, Bharath Hariharan, Noah Snavely, Kavita Bala",Cornell University; Facebook,50.0,usa,50.0,USA,"Understanding fashion styles and trends is of great potential interest to retailers and consumers alike. The photos people upload to social media are a historical and public data source of how people dress across the world and at different times. While we now have tools to automatically recognize the clothing and style attributes of what people are wearing in these photographs, we lack the ability to analyze spatial and temporal trends in these attributes or make predictions about the future. In this paper we address this need by providing an automatic framework that analyzes large corpora of street imagery to (a) discover and forecast long-term trends of various fashion attributes as well as automatically discovered styles, and (b) identify spatio-temporally localized events that affect what people wear. We show that our framework makes long term trend forecasts that are > 20% more accurate than prior art, and identifies hundreds of socially meaningful events that impact fashion across the globe.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Mall_GeoStyle_Discovering_Fashion_Trends_and_Events_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Mall_GeoStyle_Discovering_Fashion_Trends_and_Events_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9008132/,"['Market research', 'Clothing', 'Urban areas', 'Visualization', 'Parametric statistics', 'Social network services', 'Image recognition']","['Fashion Trends', 'Social Media', 'Long-term Trends', 'Model Parameters', 'Human Activities', 'Outgroup', 'Social Consequences', 'Festival', 'Trend Analysis', 'Individual Attributes', 'Event Detection', 'Seasonal Cycle', 'Annual Cycle', 'Sporting Events', 'Interesting Trends', 'Salient Events', 'Linear Component', 'Long-term Prediction', 'Cycle Components', 'Chinese New Year', 'Long-term Forecasting', 'One-off Event', 'Chinese New', 'Latent Space', 'Image Embedding', 'Annual Event', 'Social Gatherings']",,36,"Understanding fashion styles and trends is of great potential interest to retailers and consumers alike. The photos people upload to social media are a historical and public data source of how people dress across the world and at different times. While we now have tools to automatically recognize the clothing and style attributes of what people are wearing in these photographs, we lack the ability to analyze spatial and temporal trends in these attributes or make predictions about the future. In this paper we address this need by providing an automatic framework that analyzes large corpora of street imagery to (a) discover and forecast long-term trends of various fashion attributes as well as automatically discovered styles, and (b) identify spatio-temporally localized events that affect what people wear. We show that our framework makes long term trend forecasts that are > 20% more accurate than prior art, and identifies hundreds of socially meaningful events that impact fashion across the globe."
Geometric Disentanglement for Generative Latent Shape Models,"Tristan Aumentado-Armstrong, Stavros Tsogkas, Allan Jepson, Sven Dickinson","University of Toronto Vector Institute for AI; University of Toronto; Samsung AI Center, Toronto",66.66666666666666,"Canada, canada",33.33333333333334,South Korea,"Representing 3D shapes is a fundamental problem in artificial intelligence, which has numerous applications within computer vision and graphics. One avenue that has recently begun to be explored is the use of latent representations of generative models. However, it remains an open problem to learn a generative model of shapes that is interpretable and easily manipulated, particularly in the absence of supervised labels. In this paper, we propose an unsupervised approach to partitioning the latent space of a variational autoencoder for 3D point clouds in a natural way, using only geometric information, that builds upon prior work utilizing generative adversarial models of point sets. Our method makes use of tools from spectral geometry to separate intrinsic and extrinsic shape information, and then considers several hierarchical disentanglement penalties for dividing the latent space in this manner. We also propose a novel disentanglement penalty that penalizes the predicted change in the latent representation of the output,with respect to the latent variables of the initial shape. We show that the resulting latent representation exhibits intuitive and interpretable behaviour, enabling tasks such as pose transfer that cannot easily be performed by models with an entangled representation.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Aumentado-Armstrong_Geometric_Disentanglement_for_Generative_Latent_Shape_Models_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Aumentado-Armstrong_Geometric_Disentanglement_for_Generative_Latent_Shape_Models_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010824/,"['Shape', 'Three-dimensional displays', 'Computational modeling', 'Quaternions', 'Task analysis', 'Gallium nitride', 'Geometry']","['Latent Shape', 'Decoding', 'Computer Vision', 'Point Cloud', 'Latent Space', '3D Shape', 'Geometric Information', 'Latent Representation', 'Variational Autoencoder', 'Use Of Representations', 'Differential Geometry', 'Random Sampling', 'Supplemental Material', 'Data Augmentation', 'Mutual Information', 'Generative Adversarial Networks', 'Representation Learning', 'Total Correlation', 'Reconstruction Loss', 'Point Cloud Data', 'Shape Representation', 'Latent Groups', 'Laplace-Beltrami Operator', 'Unit Quaternion', 'Intrinsic Component', 'Raw Point Cloud', 'Generative Adversarial Networks Loss', 'Triangular Mesh', 'Point Cloud Reconstruction', 'Disentangled Representation']",,36,"Representing 3D shapes is a fundamental problem in artificial intelligence, which has numerous applications within computer vision and graphics. One avenue that has recently begun to be explored is the use of latent representations of generative models. However, it remains an open problem to learn a generative model of shapes that is interpretable and easily manipulated, particularly in the absence of supervised labels. In this paper, we propose an unsupervised approach to partitioning the latent space of a variational autoencoder for 3D point clouds in a natural way, using only geometric information, that builds upon prior work utilizing generative adversarial models of point sets. Our method makes use of tools from spectral geometry to separate intrinsic and extrinsic shape information, and then considers several hierarchical disentanglement penalties for dividing the latent space in this manner. We also propose a novel disentanglement penalty that penalizes the predicted change in the latent representation of the output,with respect to the latent variables of the initial shape. We show that the resulting latent representation exhibits intuitive and interpretable behaviour, enabling tasks such as pose transfer that cannot easily be performed by models with an entangled representation."
Geometry Normalization Networks for Accurate Scene Text Detection,"Youjiang Xu, Jiaqi Duan, Zhanghui Kuang, Xiaoyu Yue, Hongbin Sun, Yue Guan, Wayne Zhang",Huazhong University of Science and Technology; SenseTime Research,50.0,china,50.0,China,"Large geometry (e.g., orientation) variances are the key challenges in the scene text detection. In this work, we first conduct experiments to investigate the capacity of networks for learning geometry variances on detecting scene texts, and find that networks can handle only limited text geometry variances. Then, we put forward a novel Geometry Normalization Module (GNM) with multiple branches, each of which is composed of one Scale Normalization Unit and one Orientation Normalization Unit, to normalize each text instance to one desired canonical geometry range through at least one branch. The GNM is general and readily plugged into existing convolutional neural network based text detectors to construct end-to-end Geometry Normalization Networks (GNNets). Moreover, we propose a geometry-aware training scheme to effectively train the GNNets by sampling and augmenting text instances from a uniform geometry variance distribution. Finally, experiments on popular benchmarks of ICDAR 2015 and ICDAR 2017 MLT validate that our method outperforms all the state-of-the-art approaches remarkably by obtaining one-forward test F-scores of 88.52 and 74.54 respectively.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Xu_Geometry_Normalization_Networks_for_Accurate_Scene_Text_Detection_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Xu_Geometry_Normalization_Networks_for_Accurate_Scene_Text_Detection_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010643/,"['Geometry', 'Training', 'Feature extraction', 'Detectors', 'Benchmark testing', 'Robustness', 'Object detection']","['Optical Character Recognition', 'Scene Text', 'Scene Text Detection', 'Benchmark', 'Convolutional Neural Network', 'Training Strategy', 'Large Geometry', 'Large Variation', 'Feature Maps', 'Object Detection', 'Scale Variation', 'Range Of Scales', 'Bounding Box', 'Affine Transformation', 'Robust Detection', 'Feature Transformation', 'Text Box', 'Single Branch', 'Feasible Range', 'Detection Head', 'Robust Detection Method']",,16,"Large geometry (e.g., orientation) variances are the key challenges in the scene text detection. In this work, we first conduct experiments to investigate the capacity of networks for learning geometry variances on detecting scene texts, and find that networks can handle only limited text geometry variances. Then, we put forward a novel Geometry Normalization Module (GNM) with multiple branches, each of which is composed of one Scale Normalization Unit and one Orientation Normalization Unit, to normalize each text instance to one desired canonical geometry range through at least one branch. The GNM is general and readily plugged into existing convolutional neural network based text detectors to construct end-to-end Geometry Normalization Networks (GNNets). Moreover, we propose a geometry-aware training scheme to effectively train the GNNets by sampling and augmenting text instances from a uniform geometry variance distribution. Finally, experiments on popular benchmarks of ICDAR 2015 and ICDAR 2017 MLT validate that our method outperforms all the state-of-the-art approaches remarkably by obtaining one-forward test F-scores of 88.52 and 74.54 respectively."
Global Feature Guided Local Pooling,Takumi Kobayashi,"National Institute of Advanced Industrial Science and Technology, 1-1-1 Umezono, Tsukuba, Japan",100.0,Japan,0.0,,"In deep convolutional neural networks (CNNs), local pooling operation is a key building block to effectively downsize feature maps for reducing computation cost as well as increasing robustness against input variation. There are several types of pooling operation, such as average/max-pooling, from which one has to be manually selected for building CNNs. The optimal pooling type would be dependent on characteristics of features in CNNs and classification tasks, making it hard to find out the proper pooling module in advance. In this paper, we propose a flexible pooling method which adaptively tunes the pooling functionality based on input features without manually fixing it beforehand. In the proposed method, the parameterized pooling form is derived from a probabilistic perspective to flexibly represent various types of pooling and then the parameters are estimated by means of global statistics in the input feature map. Thus, the proposed local pooling guided by global features effectively works in the CNNs trained in an end-to-end manner. The experimental results on image classification tasks demonstrate the effectiveness of the proposed pooling method in various deep CNNs.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Kobayashi_Global_Feature_Guided_Local_Pooling_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Kobayashi_Global_Feature_Guided_Local_Pooling_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9009537/,"['Convolution', 'Feature extraction', 'Entropy', 'Convolutional neural networks', 'Robustness', 'Task analysis', 'Probabilistic logic']","['Global Features', 'Local Pool', 'Convolutional Neural Network', 'Characteristic Features', 'Feature Maps', 'Input Features', 'Deep Convolutional Neural Network', 'Pooling Operation', 'Global Statistics', 'Probabilistic Perspective', 'Sigmoid Function', 'Function Of Type', 'Softmax', 'Deeper Layers', 'Large-scale Datasets', 'Receptive Field', 'Multilayer Perceptron', 'Global Information', 'Pooling Layer', 'Average Pooling', 'Pooling Function', 'Maximum Entropy Principle', 'Global Pooling', 'Local Ones', 'Spatial Pooling', 'Local Receptive Field', 'Max-pooling Layer', 'Multilayer Perceptron Model', 'Maximum Principle', 'Global Guidance']",,12,"In deep convolutional neural networks (CNNs), local pooling operation is a key building block to effectively downsize feature maps for reducing computation cost as well as increasing robustness against input variation. There are several types of pooling operation, such as average/max-pooling, from which one has to be manually selected for building CNNs. The optimal pooling type would be dependent on characteristics of features in CNNs and classification tasks, making it hard to find out the proper pooling module in advance. In this paper, we propose a flexible pooling method which adaptively tunes the pooling functionality based on input features without manually fixing it beforehand. In the proposed method, the parameterized pooling form is derived from a probabilistic perspective to flexibly represent various types of pooling and then the parameters are estimated by means of global statistics in the input feature map. Thus, the proposed local pooling guided by global features effectively works in the CNNs trained in an end-to-end manner. The experimental results on image classification tasks demonstrate the effectiveness of the proposed pooling method in various deep CNNs."
Global-Local Temporal Representations for Video Person Re-Identification,"Jianing Li, Jingdong Wang, Qi Tian, Wen Gao, Shiliang Zhang","Huawei Noahs Ark Lab; School of Electronics Engineering and Computer Science, Peking University",50.0,china,50.0,China,"This paper proposes the Global-Local Temporal Representation (GLTR) to exploit the multi-scale temporal cues in video sequences for video person Re-Identification (ReID). GLTR is constructed by first modeling the short-term temporal cues among adjacent frames, then capturing the long-term relations among inconsecutive frames. Specifically, the short-term temporal cues are modeled by parallel dilated convolutions with different temporal dilation rates to represent the motion and appearance of pedestrian. The long-term relations are captured by a temporal self-attention model to alleviate the occlusions and noises in video sequences. The short and long-term temporal cues are aggregated as the final GLTR by a simple single-stream CNN. GLTR shows substantial superiority to existing features learned with body part cues or metric learning on four widely-used video ReID datasets. For instance, it achieves Rank-1 Accuracy of 87.02% on MARS dataset without re-ranking, better than current state-of-the art.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Li_Global-Local_Temporal_Representations_for_Video_Person_Re-Identification_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_Global-Local_Temporal_Representations_for_Video_Person_Re-Identification_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9008397/,"['Feature extraction', 'Adaptive optics', 'Optical imaging', 'Three-dimensional displays', 'Optical sensors', 'Video sequences', 'Robustness']","['Temporal Representation', 'Video Person Re-identification', 'Feature Learning', 'Pedestrian', 'Video Sequences', 'Dilated Convolution', 'Metric Learning', 'Adjacent Frames', 'Dilation Rate', 'Temporal Cues', 'Recurrent Neural Network', 'Temporal Features', 'Large-scale Datasets', 'Receptive Field', 'Bounding Box', 'Convolution Kernel', 'Large Margin', 'Average Pooling', 'Optical Flow', 'Mean Average Precision', 'Temporal Convolution', 'Frame Features', 'Spatial-temporal Features', '3D Convolution', 'Temporal Learning', 'Video Features', 'Local Cues', 'Triplet Loss', 'Softmax Loss', 'Spatial Convolution']",,133,"This paper proposes the Global-Local Temporal Representation (GLTR) to exploit the multi-scale temporal cues in video sequences for video person Re-Identification (ReID). GLTR is constructed by first modeling the short-term temporal cues among adjacent frames, then capturing the long-term relations among inconsecutive frames. Specifically, the short-term temporal cues are modeled by parallel dilated convolutions with different temporal dilation rates to represent the motion and appearance of pedestrian. The long-term relations are captured by a temporal self-attention model to alleviate the occlusions and noises in video sequences. The short and long-term temporal cues are aggregated as the final GLTR by a simple single-stream CNN. GLTR shows substantial superiority to existing features learned with body part cues or metric learning on four widely-used video ReID datasets. For instance, it achieves Rank-1 Accuracy of 87.02% on MARS dataset without re-ranking, better than current state-of-the art."
Goal-Driven Sequential Data Abstraction,"Umar Riaz Muhammad, Yongxin Yang, Timothy M. Hospedales, Tao Xiang, Yi-Zhe Song",University of Surrey; University of Edinburgh,100.0,uk,0.0,,"Automatic data abstraction is an important capability for both benchmarking machine intelligence and supporting summarization applications. In the former one asks whether a machine can `understand' enough about the meaning of input data to produce a meaningful but more compact abstraction. In the latter this capability is exploited for saving space or human time by summarizing the essence of input data. In this paper we study a general reinforcement learning based framework for learning to abstract sequential data in a goal-driven way. The ability to define different abstraction goals uniquely allows different aspects of the input data to be preserved according to the ultimate purpose of the abstraction. Our reinforcement learning objective does not require human-defined examples of ideal abstraction. Importantly our model processes the input sequence holistically without being constrained by the original input order. Our framework is also domain agnostic -- we demonstrate applications to sketch, video and text data and achieve promising results in all domains.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Muhammad_Goal-Driven_Sequential_Data_Abstraction_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Muhammad_Goal-Driven_Sequential_Data_Abstraction_ICCV_2019_paper.pdf,,,,main,Poster,https://ieeexplore.ieee.org/document/9010398/,"['Gold', 'Task analysis', 'Training', 'Data models', 'Solid modeling', 'Machine learning', 'Computer vision']","['Sequencing Data', 'Text Data', 'Input Sequence', 'Original Input', 'Original Order', 'Contralateral', 'Time Step', 'Learning Rate', 'Convolutional Neural Network', 'Random Selection', 'Multi-label', 'Specific Goals', 'Recognition Accuracy', 'Fully-connected Layer', 'Squirrels', 'Output Sequence', 'Problem Setting', 'Reward Function', 'Gated Recurrent Unit', 'Product Reviews', 'Fixed-length Vector', 'Pool Of Candidates', 'Goal Function', 'Training Categories', 'Parkour', 'Implementation Details', 'Whisker']",,9,"Automatic data abstraction is an important capability for both benchmarking machine intelligence and supporting summarization applications. In the former one asks whether a machine can `understand' enough about the meaning of input data to produce a meaningful but more compact abstraction. In the latter this capability is exploited for saving space or human time by summarizing the essence of input data. In this paper we study a general reinforcement learning based framework for learning to abstract sequential data in a goal-driven way. The ability to define different abstraction goals uniquely allows different aspects of the input data to be preserved according to the ultimate purpose of the abstraction. Our reinforcement learning objective does not require human-defined examples of ideal abstraction. Importantly our model processes the input sequence holistically without being constrained by the original input order. Our framework is also domain agnostic -- we demonstrate applications to sketch, video and text data and achieve promising results in all domains."
GradNet: Gradient-Guided Network for Visual Object Tracking,"Peixia Li, Boyu Chen, Wanli Ouyang, Dong Wang, Xiaoyun Yang, Huchuan Lu","Dalian University of Technology, China; The University of Sydney, Australia; China Science IntelliCloud Technology Co., Ltd",66.66666666666666,"australia, china",33.33333333333334,China,"The fully-convolutional siamese network based on template matching has shown great potentials in visual tracking. During testing, the template is fixed with the initial target feature and the performance totally relies on the general matching ability of the siamese network. However, this manner cannot capture the temporal variations of targets or background clutter. In this work, we propose a novel gradient-guided network to exploit the discriminative information in gradients and update the template in the siamese network through feed-forward and backward operations. To be specific, the algorithm can utilize the information from the gradient to update the template in the current frame. In addition, a template generalization training method is proposed to better use gradient information and avoid overfitting. To our knowledge, this work is the first attempt to exploit the information in the gradient for template update in siamese-based trackers. Extensive experiments on recent benchmarks demonstrate that our method achieves better performance than other state-of-the-art trackers.",,http://openaccess.thecvf.com/content_ICCV_2019/html/Li_GradNet_Gradient-Guided_Network_for_Visual_Object_Tracking_ICCV_2019_paper.html,http://openaccess.thecvf.com/content_ICCV_2019/papers/Li_GradNet_Gradient-Guided_Network_for_Visual_Object_Tracking_ICCV_2019_paper.pdf,,https://github.com/LPXTT/GradNet-Tensorflow,,main,Oral,https://ieeexplore.ieee.org/document/9010014/,"['Target tracking', 'Training', 'Feature extraction', 'Visualization', 'Optimization', 'Clutter', 'Real-time systems']","['Visual Object Tracking', 'Training Methods', 'Target Variable', 'Target Features', 'Current Frame', 'Template Matching', 'Siamese Network', 'Background Clutter', 'Deep Network', 'Convolutional Layers', 'Target Location', 'Bounding Box', 'Image Pairs', 'Online Assessment', 'Gradient-based Optimization', 'Reliability In Sample', 'Previous Frame', 'Update Process', 'Appearance Variations', 'Search Region', 'Score Map', 'Online Update', 'Online Tracking', 'Meta Learning', 'Backward Propagation', 'Template Feature', 'AdaGrad', 'Value Of Map', 'Training Labels']",,246,"The fully-convolutional siamese network based on template matching has shown great potentials in visual tracking. During testing, the template is fixed with the initial target feature and the performance totally relies on the general matching ability of the siamese network. However, this manner cannot capture the temporal variations of targets or background clutter. In this work, we propose a novel gradient-guided network to exploit the discriminative information in gradients and update the template in the siamese network through feed-forward and backward operations. To be specific, the algorithm can utilize the information from the gradient to update the template in the current frame. In addition, a template generalization training method is proposed to better use gradient information and avoid overfitting. To our knowledge, this work is the first attempt to exploit the information in the gradient for template update in siamese-based trackers. Extensive experiments on recent benchmarks demonstrate that our method achieves better performance than other state-of-the-art trackers."
